area,city,country,gps_lat,gps_long,lat,long,state,state_flag
,Sooke,CA,47.97,-123.82,48.37463,-123.72762,British Columbia,None
San Luis Obispo County,Cambria,US,33.93,-123.89,35.56414,-121.08075,California,California
Lincoln County,Siletz,US,44.73,-123.75,44.72178,-123.92011,Oregon,Oregon
Santa Barbara County,Lompoc,US,27.08,-123.82,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.8,-123.49,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,27.79,-123.78,34.63915,-120.45794,California,California
,North Cowichan,CA,48.91,-123.68,48.84133,-123.68596,British Columbia,None
Mendocino County,Covelo,US,40.1,-123.36,39.79327,-123.24922,California,California
Coos County,Myrtle Point,US,43.04,-123.85,43.06483,-124.13899,Oregon,Oregon
,Victoria,CA,48.36,-123.33,48.43294,-123.3693,British Columbia,None
Santa Barbara County,Vandenberg Air Force Base,US,33.16,-123.44,34.7483,-120.51817,California,California
,Victoria,CA,48.36,-123.4,48.43294,-123.3693,British Columbia,None
Santa Barbara County,Lompoc,US,28.87,-123.33,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.2,-123.21,34.63915,-120.45794,California,California
Douglas County,Riddle,US,42.89,-123.66,42.95095,-123.36423,Oregon,Oregon
Polk County,Dallas,US,44.83,-123.42,44.91928,-123.31705,Oregon,Oregon
San Luis Obispo County,Cambria,US,33.82,-123.85,35.56414,-121.08075,California,California
Marin County,Inverness,US,37.57,-123.29,38.10103,-122.85694,California,California
Mulege,Bahia Asuncion,MX,24.39,-123.7,27.14231,-114.29582,Baja California Sur,None
Santa Barbara County,Lompoc,US,27.63,-123.43,34.63915,-120.45794,California,California
Clallam County,Port Angeles East,US,48.02,-123.39,48.10667,-123.37172,Washington,Washington
Humboldt County,Willow Creek,US,40.64,-123.53,40.93958,-123.63144,California,California
Columbia County,Clatskanie,US,46.21,-123.23,46.10122,-123.20679,Oregon,Oregon
Coos County,Lakeside,US,43.51,-123.98,43.57567,-124.17511,Oregon,Oregon
Monterey County,Del Monte Forest,US,35.57,-123.25,36.58635,-121.94746,California,California
,Sooke,CA,48.17,-123.85,48.37463,-123.72762,British Columbia,None
Santa Barbara County,Lompoc,US,29.33,-123.68,34.63915,-120.45794,California,California
Mendocino County,Fort Bragg,US,39.5,-123.72,39.44572,-123.80529,California,California
,North Saanich,CA,48.78,-123.37,48.66634,-123.41933,British Columbia,None
Santa Barbara County,Lompoc,US,29.56,-123.42,34.63915,-120.45794,California,California
Josephine County,Cave Junction,US,42.16,-123.55,42.16289,-123.64812,Oregon,Oregon
Santa Barbara County,Lompoc,US,30.88,-123.21,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.6,-123.37,34.63915,-120.45794,California,California
Grays Harbor County,McCleary,US,47.19,-123.3,47.05315,-123.26543,Washington,Washington
Santa Barbara County,Lompoc,US,26.96,-123.77,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.18,-124.0,34.63915,-120.45794,California,California
Mendocino County,Covelo,US,39.95,-123.01,39.79327,-123.24922,California,California
Humboldt County,Blue Lake,US,40.78,-123.9,40.88291,-123.98395,California,California
San Mateo County,Moss Beach,US,36.78,-123.17,37.52744,-122.51331,California,California
,Whistler,CA,50.62,-123.58,50.1164,-122.96946,British Columbia,None
Monterey County,Carmel-by-the-Sea,US,34.93,-123.91,36.55524,-121.92329,California,California
Santa Barbara County,Vandenberg Air Force Base,US,33.17,-123.58,34.7483,-120.51817,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,24.47,-123.95,30.40722,-115.88722,Baja California,None
Mulege,Bahia Asuncion,MX,24.56,-123.27,27.14231,-114.29582,Baja California Sur,None
Wahkiakum County,Cathlamet,US,46.11,-123.48,46.20317,-123.38318,Washington,Washington
Santa Barbara County,Lompoc,US,32.83,-123.47,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.89,-123.65,34.63915,-120.45794,California,California
Wahkiakum County,Cathlamet,US,46.48,-123.32,46.20317,-123.38318,Washington,Washington
Santa Barbara County,Lompoc,US,29.93,-123.09,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.37,-123.97,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,27.51,-123.4,34.63915,-120.45794,California,California
Douglas County,Drain,US,43.74,-123.65,43.65873,-123.3187,Oregon,Oregon
Jackson County,Gold Hill,US,42.52,-123.07,42.43179,-123.0506,Oregon,Oregon
Humboldt County,Redway,US,40.27,-123.86,40.12014,-123.82336,California,California
Santa Barbara County,Lompoc,US,27.71,-123.86,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,35.06,-123.62,36.55524,-121.92329,California,California
Clallam County,Port Angeles,US,48.02,-123.72,48.11815,-123.43074,Washington,Washington
Santa Cruz County,Bonny Doon,US,36.22,-123.59,37.04162,-122.15052,California,California
Douglas County,Roseburg North,US,43.3,-123.25,43.26452,-123.30331,Oregon,Oregon
Monterey County,Carmel-by-the-Sea,US,35.37,-123.48,36.55524,-121.92329,California,California
Mendocino County,Laytonville,US,39.61,-123.38,39.68821,-123.48279,California,California
Douglas County,Riddle,US,42.85,-123.47,42.95095,-123.36423,Oregon,Oregon
Santa Barbara County,Lompoc,US,32.66,-123.63,34.63915,-120.45794,California,California
Monterey County,Del Monte Forest,US,35.78,-123.53,36.58635,-121.94746,California,California
Clallam County,Sequim,US,48.27,-123.12,48.07954,-123.10184,Washington,Washington
Santa Barbara County,Lompoc,US,33.14,-123.13,34.63915,-120.45794,California,California
Lincoln County,Lincoln City,US,44.95,-123.98,44.95816,-124.01789,Oregon,Oregon
Coos County,Bunker Hill,US,43.4,-123.95,43.35595,-124.20483,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.69,-123.48,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,27.38,-123.59,34.63915,-120.45794,California,California
Clallam County,Port Angeles East,US,47.88,-123.31,48.10667,-123.37172,Washington,Washington
Santa Barbara County,Lompoc,US,28.48,-123.95,34.63915,-120.45794,California,California
,Richmond,CA,49.23,-123.27,49.17003,-123.13683,British Columbia,None
Mendocino County,Fort Bragg,US,39.27,-123.84,39.44572,-123.80529,California,California
Santa Barbara County,Lompoc,US,32.64,-123.56,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.11,-123.06,30.40722,-115.88722,Baja California,None
,Whistler,CA,50.47,-123.42,50.1164,-122.96946,British Columbia,None
Monterey County,Carmel-by-the-Sea,US,34.59,-123.47,36.55524,-121.92329,California,California
Los Angeles County,Avalon,US,26.35,-123.93,33.34281,-118.32785,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.87,-123.51,30.40722,-115.88722,Baja California,None
Mulege,Bahia Asuncion,MX,24.71,-123.11,27.14231,-114.29582,Baja California Sur,None
Santa Barbara County,Lompoc,US,26.88,-123.73,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.27,-123.76,34.63915,-120.45794,California,California
Siskiyou County,Happy Camp,US,41.92,-123.21,41.79275,-123.3808,California,California
Lincoln County,Siletz,US,44.69,-123.74,44.72178,-123.92011,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.77,-123.78,30.40722,-115.88722,Baja California,None
Yamhill County,McMinnville,US,45.21,-123.31,45.21012,-123.19872,Oregon,Oregon
Mendocino County,Covelo,US,40.13,-123.23,39.79327,-123.24922,California,California
Whatcom County,Point Roberts,US,48.94,-123.23,48.98538,-123.07797,Washington,Washington
Santa Barbara County,Lompoc,US,31.33,-123.3,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,27.25,-123.96,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.46,-123.86,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.89,-123.86,36.55524,-121.92329,California,California
San Mateo County,Moss Beach,US,37.34,-123.1,37.52744,-122.51331,California,California
,Whistler,CA,50.79,-123.71,50.1164,-122.96946,British Columbia,None
Clallam County,Sequim,US,47.74,-123.18,48.07954,-123.10184,Washington,Washington
Santa Barbara County,Lompoc,US,33.2,-123.15,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.23,-123.8,35.56414,-121.08075,California,California
Mendocino County,Covelo,US,40.02,-123.02,39.79327,-123.24922,California,California
San Luis Obispo County,Cambria,US,33.15,-123.8,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,29.23,-123.45,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.33,-123.67,35.56414,-121.08075,California,California
Grays Harbor County,McCleary,US,46.97,-123.19,47.05315,-123.26543,Washington,Washington
Santa Barbara County,Lompoc,US,31.14,-123.79,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.79,-123.69,34.63915,-120.45794,California,California
Mendocino County,Covelo,US,39.95,-123.38,39.79327,-123.24922,California,California
Monterey County,Del Monte Forest,US,36.19,-123.1,36.58635,-121.94746,California,California
Santa Barbara County,Lompoc,US,31.49,-123.62,34.63915,-120.45794,California,California
Coos County,Coquille,US,43.25,-123.93,43.17705,-124.18761,Oregon,Oregon
Grays Harbor County,McCleary,US,47.08,-123.13,47.05315,-123.26543,Washington,Washington
Santa Barbara County,Lompoc,US,32.79,-123.71,34.63915,-120.45794,California,California
Sonoma County,Sea Ranch,US,38.8,-123.52,38.71519,-123.45445,California,California
Mendocino County,Willits,US,39.23,-123.52,39.40961,-123.35557,California,California
Sonoma County,Bodega Bay,US,37.81,-123.83,38.33325,-123.04806,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.13,-123.08,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,32.92,-123.59,34.63915,-120.45794,California,California
Washington County,Banks,US,45.68,-123.31,45.61872,-123.11428,Oregon,Oregon
Greater Vancouver Regional District,Lions Bay,CA,49.75,-123.31,49.45218,-123.2376,British Columbia,None
Santa Barbara County,Lompoc,US,28.34,-123.25,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,34.34,-123.42,35.56414,-121.08075,California,California
Sonoma County,Sea Ranch,US,38.83,-123.34,38.71519,-123.45445,California,California
Sunshine Coast Regional District,Sechelt,CA,49.5,-123.79,49.47512,-123.75903,British Columbia,None
Sonoma County,Sea Ranch,US,38.88,-123.66,38.71519,-123.45445,California,California
Monterey County,Del Monte Forest,US,35.96,-123.22,36.58635,-121.94746,California,California
Monterey County,Carmel-by-the-Sea,US,35.08,-123.62,36.55524,-121.92329,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.58,-123.82,30.40722,-115.88722,Baja California,None
,Metchosin,CA,48.38,-123.59,48.38293,-123.53591,British Columbia,None
Clallam County,Port Angeles,US,48.19,-123.52,48.11815,-123.43074,Washington,Washington
Santa Barbara County,Lompoc,US,31.81,-123.38,34.63915,-120.45794,California,California
,Duncan,CA,48.76,-123.67,48.78293,-123.70266,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,26.0,-123.97,30.40722,-115.88722,Baja California,None
San Mateo County,Moss Beach,US,36.72,-123.72,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,29.59,-123.47,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,31.29,-123.11,34.63915,-120.45794,California,California
Mulege,Bahia Asuncion,MX,24.58,-123.2,27.14231,-114.29582,Baja California Sur,None
Lane County,Veneta,US,44.2,-123.67,44.04873,-123.35093,Oregon,Oregon
Lincoln County,Lincoln Beach,US,44.86,-123.97,44.85039,-124.04678,Oregon,Oregon
Sonoma County,Sea Ranch,US,38.09,-123.96,38.71519,-123.45445,California,California
Douglas County,Glide,US,43.4,-123.0,43.30151,-123.10118,Oregon,Oregon
Los Angeles County,Avalon,US,27.81,-123.08,33.34281,-118.32785,California,California
Trinity County,Hayfork,US,40.49,-123.55,40.55431,-123.18308,California,California
Santa Barbara County,Lompoc,US,31.48,-123.23,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.83,-123.34,35.56414,-121.08075,California,California
Sonoma County,Bodega Bay,US,38.2,-123.09,38.33325,-123.04806,California,California
Humboldt County,Willow Creek,US,40.68,-123.75,40.93958,-123.63144,California,California
Lane County,Veneta,US,44.23,-123.69,44.04873,-123.35093,Oregon,Oregon
Santa Barbara County,Lompoc,US,32.13,-123.05,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.77,-123.75,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,35.14,-123.5,36.55524,-121.92329,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.43,-123.72,30.40722,-115.88722,Baja California,None
San Luis Obispo County,Cambria,US,33.92,-123.95,35.56414,-121.08075,California,California
Los Angeles County,Avalon,US,27.1,-123.05,33.34281,-118.32785,California,California
San Mateo County,Moss Beach,US,36.64,-123.27,37.52744,-122.51331,California,California
Humboldt County,Redway,US,40.4,-123.55,40.12014,-123.82336,California,California
Siskiyou County,Happy Camp,US,41.53,-123.7,41.79275,-123.3808,California,California
Santa Barbara County,Lompoc,US,27.39,-123.78,34.63915,-120.45794,California,California
Sonoma County,Guerneville,US,38.55,-123.07,38.50186,-122.99611,California,California
San Luis Obispo County,Cambria,US,33.37,-123.8,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,27.53,-123.82,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,33.05,-123.21,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.2,-123.17,30.40722,-115.88722,Baja California,None
,North Saanich,CA,48.6,-123.46,48.66634,-123.41933,British Columbia,None
Santa Barbara County,Lompoc,US,28.04,-123.98,34.63915,-120.45794,California,California
Trinity County,Weaverville,US,41.22,-123.02,40.73098,-122.94197,California,California
Los Angeles County,Avalon,US,26.85,-123.39,33.34281,-118.32785,California,California
Santa Barbara County,Lompoc,US,29.63,-123.32,34.63915,-120.45794,California,California
,Sooke,CA,48.4,-123.92,48.37463,-123.72762,British Columbia,None
Columbia County,Vernonia,US,45.72,-123.35,45.85872,-123.19289,Oregon,Oregon
Santa Barbara County,Lompoc,US,26.75,-123.83,34.63915,-120.45794,California,California
Washington County,Banks,US,45.65,-123.37,45.61872,-123.11428,Oregon,Oregon
Santa Barbara County,Lompoc,US,29.52,-123.29,34.63915,-120.45794,California,California
Marin County,Inverness,US,37.45,-123.54,38.10103,-122.85694,California,California
Santa Barbara County,Lompoc,US,32.49,-123.09,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.63,-123.83,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.83,-123.03,36.55524,-121.92329,California,California
,Pemberton,CA,50.54,-123.13,50.31641,-122.80273,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.98,-123.86,30.40722,-115.88722,Baja California,None
Ensenada,Luis Rodriguez (El Vergel),MX,24.89,-123.59,30.40722,-115.88722,Baja California,None
San Luis Obispo County,Cambria,US,34.58,-123.11,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,28.8,-123.45,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,27.33,-123.64,34.63915,-120.45794,California,California
Sonoma County,Bodega Bay,US,37.94,-123.46,38.33325,-123.04806,California,California
Douglas County,Canyonville,US,42.73,-123.21,42.92734,-123.28117,Oregon,Oregon
Grays Harbor County,Central Park,US,47.0,-123.65,46.97343,-123.69239,Washington,Washington
San Juan County,Friday Harbor,US,48.64,-123.1,48.53427,-123.01712,Washington,Washington
San Mateo County,Moss Beach,US,36.66,-123.4,37.52744,-122.51331,California,California
Monterey County,Carmel-by-the-Sea,US,34.2,-123.81,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,31.34,-123.02,34.63915,-120.45794,California,California
Sunshine Coast Regional District,Sechelt,CA,49.73,-123.64,49.47512,-123.75903,British Columbia,None
Monterey County,Carmel-by-the-Sea,US,35.07,-123.63,36.55524,-121.92329,California,California
Monterey County,Del Monte Forest,US,35.96,-123.65,36.58635,-121.94746,California,California
Mulege,Bahia Asuncion,MX,24.43,-123.76,27.14231,-114.29582,Baja California Sur,None
,Richmond,CA,49.09,-123.34,49.17003,-123.13683,British Columbia,None
Mason County,Shelton,US,47.12,-123.05,47.21509,-123.10071,Washington,Washington
Marin County,Bolinas,US,37.58,-123.09,37.90937,-122.68637,California,California
,Sooke,CA,48.48,-123.65,48.37463,-123.72762,British Columbia,None
Lincoln County,Siletz,US,44.75,-123.86,44.72178,-123.92011,Oregon,Oregon
Santa Barbara County,Lompoc,US,27.82,-123.79,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.05,-123.64,30.40722,-115.88722,Baja California,None
Los Angeles County,Avalon,US,27.43,-123.29,33.34281,-118.32785,California,California
Clallam County,Port Angeles,US,48.01,-123.65,48.11815,-123.43074,Washington,Washington
Los Angeles County,Avalon,US,27.08,-123.39,33.34281,-118.32785,California,California
Humboldt County,Willow Creek,US,41.33,-123.41,40.93958,-123.63144,California,California
Monterey County,Carmel-by-the-Sea,US,34.4,-123.53,36.55524,-121.92329,California,California
San Mateo County,Moss Beach,US,36.38,-123.68,37.52744,-122.51331,California,California
Humboldt County,Redway,US,40.39,-123.64,40.12014,-123.82336,California,California
Santa Barbara County,Lompoc,US,28.35,-123.98,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,31.49,-123.25,34.63915,-120.45794,California,California
Polk County,Monmouth,US,44.75,-123.25,44.84845,-123.23399,Oregon,Oregon
Monterey County,Carmel-by-the-Sea,US,34.25,-123.84,36.55524,-121.92329,California,California
Tillamook County,Tillamook,US,45.35,-123.93,45.4564,-123.84553,Oregon,Oregon
Humboldt County,Redway,US,40.21,-123.8,40.12014,-123.82336,California,California
Powell River Regional District,Powell River,CA,50.71,-123.89,49.87022,-124.54926,British Columbia,None
Wahkiakum County,Cathlamet,US,46.4,-123.42,46.20317,-123.38318,Washington,Washington
Marin County,Inverness,US,37.45,-123.57,38.10103,-122.85694,California,California
Josephine County,Cave Junction,US,42.37,-123.64,42.16289,-123.64812,Oregon,Oregon
Santa Barbara County,Lompoc,US,27.97,-123.27,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,28.27,-123.24,34.63915,-120.45794,California,California
Polk County,Grand Ronde,US,45.0,-123.71,45.06011,-123.60928,Oregon,Oregon
Grays Harbor County,Elma,US,46.72,-123.42,47.00343,-123.40877,Washington,Washington
Los Angeles County,Avalon,US,26.61,-123.82,33.34281,-118.32785,California,California
Monterey County,Del Monte Forest,US,35.85,-123.72,36.58635,-121.94746,California,California
Monterey County,Del Monte Forest,US,35.63,-123.74,36.58635,-121.94746,California,California
,Sooke,CA,48.38,-123.78,48.37463,-123.72762,British Columbia,None
Santa Barbara County,Lompoc,US,29.83,-123.35,34.63915,-120.45794,California,California
Marin County,Inverness,US,37.83,-123.06,38.10103,-122.85694,California,California
Santa Barbara County,Lompoc,US,32.28,-123.51,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.8,-123.05,35.56414,-121.08075,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.41,-123.0,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,28.33,-123.22,34.63915,-120.45794,California,California
,Pemberton,CA,50.73,-123.14,50.31641,-122.80273,British Columbia,None
Grays Harbor County,Montesano,US,47.52,-123.58,46.98121,-123.60266,Washington,Washington
Grays Harbor County,Cosmopolis,US,46.93,-123.8,46.95537,-123.77378,Washington,Washington
Ensenada,Luis Rodriguez (El Vergel),MX,25.53,-123.82,30.40722,-115.88722,Baja California,None
,Sooke,CA,48.17,-123.66,48.37463,-123.72762,British Columbia,None
Humboldt County,Willow Creek,US,41.2,-123.62,40.93958,-123.63144,California,California
San Mateo County,Moss Beach,US,36.53,-123.69,37.52744,-122.51331,California,California
Sunshine Coast Regional District,Sechelt,CA,49.68,-123.91,49.47512,-123.75903,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.12,-123.33,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,26.96,-123.75,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.27,-123.4,34.63915,-120.45794,California,California
Sonoma County,Cloverdale,US,38.81,-123.14,38.80546,-123.01722,California,California
Washington County,Banks,US,45.61,-123.22,45.61872,-123.11428,Oregon,Oregon
Santa Barbara County,Lompoc,US,29.4,-123.09,34.63915,-120.45794,California,California
Polk County,Independence,US,44.87,-123.11,44.85123,-123.18677,Oregon,Oregon
Clallam County,Port Angeles East,US,47.82,-123.34,48.10667,-123.37172,Washington,Washington
Santa Barbara County,Lompoc,US,30.47,-123.48,34.63915,-120.45794,California,California
Sonoma County,Cloverdale,US,38.78,-123.14,38.80546,-123.01722,California,California
Yamhill County,Yamhill,US,45.5,-123.39,45.3415,-123.18733,Oregon,Oregon
Monterey County,Carmel-by-the-Sea,US,34.97,-123.41,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,27.99,-123.66,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.6,-123.95,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,30.48,-123.7,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.77,-123.98,35.56414,-121.08075,California,California
,Pemberton,CA,50.74,-123.0,50.31641,-122.80273,British Columbia,None
Josephine County,Williams,US,42.0,-123.1,42.21873,-123.27394,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,26.34,-123.17,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,32.37,-123.32,34.63915,-120.45794,California,California
Lewis County,Winlock,US,46.48,-123.04,46.49122,-122.9379,Washington,Washington
Siskiyou County,Happy Camp,US,41.6,-123.53,41.79275,-123.3808,California,California
Mendocino County,Boonville,US,38.96,-123.63,39.00907,-123.36612,California,California
Monterey County,Del Monte Forest,US,35.34,-123.71,36.58635,-121.94746,California,California
Santa Barbara County,Lompoc,US,26.97,-123.78,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.03,-123.34,30.40722,-115.88722,Baja California,None
Douglas County,Winston,US,43.33,-123.64,43.12234,-123.41257,Oregon,Oregon
Santa Barbara County,Lompoc,US,31.64,-123.76,34.63915,-120.45794,California,California
Josephine County,Williams,US,42.22,-123.26,42.21873,-123.27394,Oregon,Oregon
Santa Barbara County,Lompoc,US,29.47,-123.71,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.73,-123.86,34.63915,-120.45794,California,California
Douglas County,Glide,US,43.34,-123.11,43.30151,-123.10118,Oregon,Oregon
,Whistler,CA,50.11,-123.38,50.1164,-122.96946,British Columbia,None
,Langford,CA,48.55,-123.59,48.44963,-123.50261,British Columbia,None
Trinity County,Hayfork,US,40.75,-123.25,40.55431,-123.18308,California,California
Mulege,Bahia Asuncion,MX,24.2,-123.56,27.14231,-114.29582,Baja California Sur,None
Douglas County,Drain,US,43.6,-123.43,43.65873,-123.3187,Oregon,Oregon
Grays Harbor County,Montesano,US,47.24,-123.66,46.98121,-123.60266,Washington,Washington
,Whistler,CA,50.47,-123.82,50.1164,-122.96946,British Columbia,None
,Pemberton,CA,50.44,-123.09,50.31641,-122.80273,British Columbia,None
Thurston County,Rochester,US,46.65,-123.28,46.82177,-123.09625,Washington,Washington
Monterey County,Carmel-by-the-Sea,US,35.53,-123.17,36.55524,-121.92329,California,California
,North Saanich,CA,48.8,-123.23,48.66634,-123.41933,British Columbia,None
Santa Barbara County,Lompoc,US,29.34,-123.26,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,30.64,-123.12,34.63915,-120.45794,California,California
Monterey County,Del Monte Forest,US,35.17,-123.92,36.58635,-121.94746,California,California
Santa Barbara County,Lompoc,US,29.0,-123.8,34.63915,-120.45794,California,California
Mason County,Shelton,US,47.36,-123.4,47.21509,-123.10071,Washington,Washington
Clatsop County,Astoria,US,46.39,-123.74,46.18788,-123.83125,Oregon,Oregon
,North Cowichan,CA,49.06,-123.55,48.84133,-123.68596,British Columbia,None
Sonoma County,Sea Ranch,US,38.61,-123.52,38.71519,-123.45445,California,California
,North Saanich,CA,48.55,-123.42,48.66634,-123.41933,British Columbia,None
Monterey County,Del Monte Forest,US,35.89,-123.95,36.58635,-121.94746,California,California
,Whistler,CA,50.06,-123.25,50.1164,-122.96946,British Columbia,None
Grays Harbor County,Elma,US,47.24,-123.47,47.00343,-123.40877,Washington,Washington
Santa Barbara County,Lompoc,US,28.5,-123.2,34.63915,-120.45794,California,California
Trinity County,Hayfork,US,40.67,-123.46,40.55431,-123.18308,California,California
Los Angeles County,Avalon,US,27.59,-123.15,33.34281,-118.32785,California,California
San Luis Obispo County,Cambria,US,33.19,-123.73,35.56414,-121.08075,California,California
Benton County,Philomath,US,44.38,-123.44,44.54012,-123.3676,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.67,-123.34,30.40722,-115.88722,Baja California,None
,Whistler,CA,50.0,-123.03,50.1164,-122.96946,British Columbia,None
Lewis County,Fords Prairie,US,46.7,-123.06,46.7351,-122.98902,Washington,Washington
Santa Barbara County,Lompoc,US,30.55,-123.78,34.63915,-120.45794,California,California
Humboldt County,Willow Creek,US,41.13,-123.3,40.93958,-123.63144,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.22,-123.4,30.40722,-115.88722,Baja California,None
Clallam County,Port Angeles,US,47.94,-123.74,48.11815,-123.43074,Washington,Washington
Santa Barbara County,Lompoc,US,27.62,-123.86,34.63915,-120.45794,California,California
Columbia County,Clatskanie,US,46.0,-123.33,46.10122,-123.20679,Oregon,Oregon
San Mateo County,Moss Beach,US,36.54,-123.4,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,28.44,-123.74,34.63915,-120.45794,California,California
Sunshine Coast Regional District,Sechelt,CA,50.03,-123.96,49.47512,-123.75903,British Columbia,None
Santa Cruz County,Bonny Doon,US,36.4,-123.18,37.04162,-122.15052,California,California
Los Angeles County,Avalon,US,27.01,-123.51,33.34281,-118.32785,California,California
San Mateo County,Moss Beach,US,36.28,-123.89,37.52744,-122.51331,California,California
San Mateo County,Moss Beach,US,36.64,-123.24,37.52744,-122.51331,California,California
Kitsap County,Seabeck,US,47.59,-123.01,47.63954,-122.82849,Washington,Washington
Siskiyou County,Happy Camp,US,41.82,-123.65,41.79275,-123.3808,California,California
San Luis Obispo County,Cambria,US,33.34,-123.76,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,32.04,-123.76,34.63915,-120.45794,California,California
Santa Cruz County,Bonny Doon,US,36.37,-123.55,37.04162,-122.15052,California,California
Siskiyou County,Happy Camp,US,41.48,-123.27,41.79275,-123.3808,California,California
San Mateo County,Moss Beach,US,36.63,-123.28,37.52744,-122.51331,California,California
,Whistler,CA,50.5,-123.71,50.1164,-122.96946,British Columbia,None
Trinity County,Hayfork,US,40.48,-123.23,40.55431,-123.18308,California,California
Clallam County,Port Angeles,US,47.85,-123.79,48.11815,-123.43074,Washington,Washington
Santa Barbara County,Lompoc,US,26.65,-123.88,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.08,-123.09,30.40722,-115.88722,Baja California,None
Ensenada,Luis Rodriguez (El Vergel),MX,26.64,-123.35,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,30.91,-123.22,34.63915,-120.45794,California,California
Columbia County,Vernonia,US,45.93,-123.11,45.85872,-123.19289,Oregon,Oregon
Santa Barbara County,Lompoc,US,28.06,-123.34,34.63915,-120.45794,California,California
Mulege,Bahia Asuncion,MX,24.73,-123.37,27.14231,-114.29582,Baja California Sur,None
