Lat,Long,State
-19.65,116.05,None
-14.56,122.95,None
-21.03,123.31,Western Australia
-14.6,127.01,Western Australia
-25.7,142.26,Queensland
-20.22,131.56,Northern Territory
-18.21,120.25,None
-24.34,120.9,Western Australia
-42.97,116.1,None
-21.27,115.2,None
-30.67,152.95,New South Wales
-27.73,153.99,None
-18.67,141.01,Queensland
-34.31,125.24,None
-28.94,118.01,Western Australia
-24.05,150.04,Queensland
-34.54,122.56,None
-12.82,138.01,None
-19.59,138.54,None
-17.24,124.9,None
-38.34,136.32,None
-22.02,152.01,None
-15.66,116.0,None
-25.29,123.9,None
-24.03,123.45,None
-24.48,131.84,None
-10.32,126.42,None
-12.0,125.38,None
-35.23,124.55,None
-11.2,148.91,None
-13.2,143.6,None
-13.48,114.71,None
-26.34,146.76,None
-14.79,145.53,None
-28.4,119.86,None
-29.55,132.84,None
-10.9,152.21,None
-21.29,118.0,None
-39.66,140.2,None
-39.19,121.11,None
-30.85,122.77,None
-26.0,135.01,None
-34.88,152.35,None
-17.19,144.04,None
-25.2,129.94,None
-40.77,114.74,None
-36.76,134.1,None
-28.44,136.3,None
-10.51,125.37,None
-35.14,114.99,None
-9.3,134.18,None
-22.21,145.65,None
-37.77,141.51,None
-21.65,126.5,None
-12.13,149.28,None
-36.67,146.48,None
-21.09,130.54,None
-22.03,145.92,None
-13.79,125.75,None
-39.7,135.21,None
-26.99,117.52,None
-12.75,132.18,None
-29.77,137.49,None
-32.37,137.21,None
-35.67,145.89,None
-19.25,151.71,None
-29.05,138.39,None
-20.19,127.73,None
-33.71,144.02,None
-21.88,120.57,None
-23.56,130.84,None
-42.56,136.52,None
-37.35,142.96,None
-31.46,139.56,None
-14.14,137.98,None
-18.0,142.32,None
-11.17,115.8,None
-31.75,131.69,None
-42.9,131.06,None
-11.04,122.26,None
-19.89,148.99,None
-38.05,152.74,None
-10.35,131.24,None
-37.66,113.82,None
-41.76,125.61,None
-29.76,130.01,None
-15.21,137.2,None
-16.08,137.7,None
-10.71,126.19,None
-16.65,113.23,None
-16.61,123.48,None
-10.34,137.56,None
-29.35,141.66,New South Wales
-16.0,153.21,None
-33.68,129.92,None
-38.82,123.84,None
-20.47,139.23,Queensland
-19.12,133.62,Northern Territory
-26.13,121.22,Western Australia
-29.74,142.93,New South Wales
-29.14,139.08,South Australia
-41.94,131.43,None
-28.22,142.21,Queensland
-17.18,129.57,Northern Territory
-28.48,144.83,Queensland
-37.21,137.59,None
-29.64,135.93,South Australia
-12.54,125.59,None
-14.09,147.28,None
-37.62,125.0,None
-13.01,120.86,None
-13.69,151.04,None
-22.29,122.4,Western Australia
-11.23,142.73,Queensland
-19.94,140.26,Queensland
-9.89,153.48,None
-12.63,125.76,None
-19.47,140.23,Queensland
-28.39,113.8,None
-30.55,115.53,Western Australia
-23.5,152.3,None
-42.74,116.9,None
-38.49,113.14,None
-11.88,134.92,None
-28.93,142.32,Queensland
-11.81,118.09,None
-34.43,132.07,None
-39.59,117.0,None
-36.36,130.53,None
-42.25,131.68,None
-39.03,152.96,None
-10.12,145.07,None
-42.72,122.94,None
-27.33,152.28,Queensland
-18.11,121.35,None
-35.66,116.66,None
-26.29,118.56,Western Australia
-42.97,141.16,None
-38.68,142.95,Victoria
-19.28,136.69,Northern Territory
-28.27,131.04,South Australia
-11.49,143.16,None
-21.53,118.02,Western Australia
-19.49,133.52,Northern Territory
-14.01,124.11,None
-15.18,134.35,Northern Territory
-27.36,130.61,South Australia
-28.53,134.9,South Australia
-30.1,127.33,None
-22.39,137.21,None
-22.85,115.26,Western Australia
-41.33,146.0,Tasmania
-40.71,124.78,None
-32.7,144.91,New South Wales
-24.29,142.49,Queensland
-40.82,136.11,None
-26.53,152.6,Queensland
-16.0,152.61,None
-25.98,150.99,Queensland
-14.26,142.88,Queensland
-12.15,146.0,None
-37.22,142.64,Victoria
-9.35,145.58,None
-13.76,139.91,None
-9.51,113.69,None
-28.16,131.17,South Australia
-22.14,117.02,Western Australia
-36.12,130.06,None
-15.92,132.36,Northern Territory
-24.97,115.25,Western Australia
-11.68,149.54,None
-10.36,134.66,None
-16.92,122.23,None
-27.5,147.69,Queensland
-17.69,130.02,Northern Territory
-25.03,115.49,Western Australia
-33.1,152.41,None
-37.21,118.42,None
-39.94,139.25,None
-39.26,139.36,None
-12.8,137.5,None
-38.62,117.32,None
-35.47,124.2,None
-13.56,114.64,None
-38.06,143.76,Victoria
-41.26,131.24,None
-28.67,117.52,Western Australia
-39.88,139.95,None
-35.18,141.75,Victoria
-17.69,147.5,None
-17.96,124.51,Western Australia
-12.0,114.05,None
-10.18,143.95,None
-32.85,150.85,New South Wales
-33.61,128.62,None
-29.05,113.63,None
-23.26,125.54,Western Australia
-22.01,140.47,Queensland
-26.15,139.88,South Australia
-32.45,142.53,New South Wales
-24.34,127.38,Western Australia
-19.83,118.28,None
-17.96,126.45,None
-41.74,152.43,None
-10.85,138.4,None
-14.53,150.94,None
-40.97,145.56,Tasmania
-17.45,145.06,Queensland
-34.42,119.81,None
-26.81,120.64,Western Australia
-33.78,148.28,New South Wales
-40.3,115.33,None
-15.75,134.1,Northern Territory
-38.09,130.69,None
-10.43,150.02,None
-33.43,120.81,Western Australia
-10.82,133.39,None
-15.01,139.47,None
-29.64,134.5,South Australia
-32.7,145.43,New South Wales
-32.63,114.22,None
-33.33,135.97,South Australia
-27.5,125.24,South Australia
-24.81,124.95,South Australia
-14.59,142.03,South Australia
-26.15,126.21,South Australia
-41.95,131.76,South Australia
-9.96,128.72,South Australia
-27.67,121.58,South Australia
-14.21,151.14,South Australia
-36.3,127.76,South Australia
-42.88,122.01,South Australia
-29.61,120.42,South Australia
-26.25,113.79,South Australia
-32.2,129.59,South Australia
-42.7,126.85,South Australia
-21.54,130.46,South Australia
-12.99,137.17,South Australia
-42.17,139.63,South Australia
-12.12,120.83,South Australia
-26.7,143.66,South Australia
-15.76,114.04,South Australia
-36.43,148.35,South Australia
-26.76,136.02,South Australia
-27.13,151.74,South Australia
-24.68,114.14,South Australia
-40.91,119.56,South Australia
-14.52,118.15,South Australia
-29.97,131.47,South Australia
-16.54,138.36,South Australia
-9.35,125.42,South Australia
-33.07,136.78,South Australia
-14.0,125.14,South Australia
-21.72,149.0,South Australia
-34.27,144.93,South Australia
-20.93,150.3,South Australia
-22.33,143.97,South Australia
-14.3,136.61,South Australia
-40.12,137.51,None
-40.0,121.67,None
-13.85,145.8,None
-13.23,123.02,None
-22.13,151.18,None
-11.85,124.64,None
-40.73,153.63,None
-33.69,142.04,New South Wales
-19.48,140.73,Queensland
-39.1,118.14,Queensland
-11.1,128.33,Queensland
-28.14,119.79,Queensland
-31.17,149.52,Queensland
-30.53,130.8,Queensland
-28.9,141.05,Queensland
-15.05,120.83,Queensland
-38.78,144.76,Queensland
-10.88,120.82,Queensland
-15.48,130.62,Queensland
-37.78,147.53,Queensland
-21.48,143.74,Queensland
-12.98,144.08,None
-18.99,117.1,None
-25.48,122.37,Western Australia
-30.15,123.22,Western Australia
-29.86,139.05,South Australia
-34.53,149.76,New South Wales
-41.36,115.63,None
-31.43,121.33,Western Australia
-28.52,139.77,South Australia
-10.16,136.65,None
-14.61,148.04,None
-23.55,131.27,Northern Territory
-30.82,145.12,New South Wales
-27.78,133.74,South Australia
-15.15,139.99,None
-15.36,115.11,None
-16.96,148.32,None
-13.74,137.01,None
-37.15,150.18,None
-16.27,114.9,None
-40.69,152.09,None
-34.76,121.51,None
-33.02,115.86,Western Australia
-10.32,128.27,None
-17.28,148.82,None
-35.72,129.9,None
-25.35,140.93,Queensland
-40.31,136.83,None
-35.64,143.49,Victoria
-15.26,135.91,Northern Territory
-34.65,125.18,None
-12.22,122.88,None
-15.92,119.25,None
-35.92,113.38,None
-14.66,139.97,None
-33.87,124.92,None
-38.01,145.85,Victoria
-38.8,129.77,None
-35.98,113.89,None
-12.83,143.71,None
-38.66,115.37,None
-9.94,117.3,None
-22.08,132.69,Northern Territory
-10.83,119.96,None
-38.95,114.33,None
-26.68,128.52,Western Australia
-10.55,140.45,None
-42.28,132.55,None
-36.5,119.06,None
-15.13,140.47,None
-13.74,123.1,None
-33.14,126.02,None
-14.24,128.15,None
-28.53,116.54,Western Australia
-15.91,133.51,Northern Territory
-30.53,142.07,New South Wales
-34.42,132.67,None
-15.08,124.71,None
-35.71,128.03,None
-32.82,126.44,None
-19.18,117.29,None
-39.73,131.05,None
-36.52,119.01,None
-39.51,122.22,None
-31.32,153.0,New South Wales
-22.69,148.56,Queensland
-39.97,135.3,None
-33.59,139.97,None
-33.11,121.25,Western Australia
-23.99,150.13,Queensland
-20.82,119.36,Western Australia
-17.02,119.64,None
-24.8,123.55,Western Australia
-29.88,137.05,South Australia
-39.92,124.48,None
-34.47,114.85,None
-29.76,132.34,South Australia
-28.63,126.36,Western Australia
-33.75,146.87,New South Wales
-17.58,133.36,Northern Territory
-24.44,129.32,Northern Territory
-22.46,119.14,Western Australia
-9.18,146.03,None
-35.03,132.2,None
-24.52,120.15,Western Australia
-30.72,150.16,New South Wales
-38.85,118.87,None
-19.93,126.28,Western Australia
-24.78,148.53,Queensland
-34.79,113.3,None
-18.32,128.75,Western Australia
-40.63,113.18,None
-20.08,131.79,Northern Territory
-34.32,122.81,None
-17.2,128.71,Western Australia
-11.52,140.33,None
-25.3,142.13,None
-28.22,146.09,None
-14.3,133.12,None
-40.21,134.04,None
-28.93,147.68,None
-12.25,122.26,None
-30.9,146.43,None
-35.16,153.37,None
-28.07,139.75,None
-41.27,147.56,None
-28.53,142.4,None
-31.48,135.51,None
-39.77,136.2,None
-12.79,135.4,None
-34.61,151.58,None
-25.95,131.0,None
-16.84,151.75,None
-30.2,135.73,None
-14.76,148.34,None
-39.06,115.26,None
-41.82,121.67,None
-23.07,144.13,None
-38.88,137.9,None
-16.91,131.06,None
-12.06,149.29,None
-23.63,145.3,Queensland
-14.38,142.72,Queensland
-29.78,116.6,Western Australia
-40.49,152.46,None
-35.34,133.59,None
-10.53,133.45,None
-24.84,134.38,Northern Territory
-19.77,149.21,None
-36.39,149.78,New South Wales
-16.12,153.3,None
-38.42,142.74,Victoria
-20.85,119.49,Western Australia
-26.02,128.13,Western Australia
-21.71,128.86,Western Australia
-24.14,134.75,Northern Territory
-23.4,146.67,Queensland
-39.66,115.12,None
-25.61,120.93,Western Australia
-10.6,118.56,None
-16.35,118.75,None
-13.98,119.99,None
-20.65,153.01,None
-39.71,114.59,None
-29.87,127.1,Western Australia
-37.46,141.98,Victoria
-31.48,124.99,Western Australia
-23.19,122.93,Western Australia
-17.48,115.19,None
-34.73,118.46,Western Australia
-42.53,121.14,None
-23.33,122.59,Western Australia
-18.3,139.69,None
-23.38,145.45,Queensland
-15.5,113.35,None
-13.33,127.45,None
-35.82,136.64,South Australia
-18.76,134.31,Northern Territory
-14.21,146.09,None
-33.99,115.82,Western Australia
-9.7,122.24,None
-20.5,144.82,Queensland
-41.65,119.74,None
-25.54,150.69,Queensland
-25.09,122.72,Western Australia
-18.58,137.87,Northern Territory
-42.45,152.07,None
-26.11,125.47,Western Australia
-22.66,145.07,Queensland
-26.02,121.53,Western Australia
-25.37,130.4,Northern Territory
-28.0,150.67,Queensland
-20.08,142.82,Queensland
-28.7,131.91,South Australia
-35.87,128.64,None
-32.27,151.3,New South Wales
-41.19,142.45,None
-21.88,126.09,Western Australia
-26.49,143.99,Queensland
-24.54,130.78,Northern Territory
-17.42,143.32,Queensland
-36.79,127.03,None
-17.97,122.62,None
-33.9,145.52,New South Wales
-17.37,117.84,None
-18.59,126.24,Western Australia
-41.11,120.5,None
-18.58,136.78,Northern Territory
-35.37,147.15,New South Wales
-28.07,126.33,Western Australia
-31.34,136.08,South Australia
-26.66,138.61,South Australia
-25.23,115.53,Western Australia
-23.56,153.58,None
-16.33,118.94,None
-29.15,113.7,None
-33.86,133.01,None
-28.37,131.21,South Australia
-26.64,151.25,Queensland
-15.52,150.28,None
-28.89,140.34,South Australia
-31.04,141.54,New South Wales
-35.92,142.65,None
-20.88,119.56,Western Australia
-22.47,134.35,Northern Territory
-9.09,113.3,None
-11.4,128.1,None
-15.63,138.26,None
-11.22,150.4,None
-11.29,133.71,None
-40.19,128.06,None
-26.78,123.72,Western Australia
-23.15,135.99,Northern Territory
-10.95,147.02,None
-20.4,146.54,Queensland
-28.05,137.93,South Australia
-41.78,124.29,None
-25.73,153.27,None
-19.0,148.08,None
-41.14,146.72,Tasmania
-15.48,139.53,None
-16.53,120.56,None
-18.29,137.32,Northern Territory
-35.74,122.33,None
-19.72,125.53,Western Australia
-20.3,135.21,Northern Territory
-35.36,138.29,South Australia
-33.77,150.7,New South Wales
-19.15,141.7,Queensland
-29.0,118.4,Western Australia
-27.4,140.59,South Australia
-38.68,119.6,None
-37.3,145.45,Victoria
-25.36,125.79,Western Australia
-23.07,127.64,Western Australia
-12.69,152.0,None
-25.12,129.53,Northern Territory
-24.47,138.51,None
-23.7,124.84,Western Australia
-12.92,121.17,None
-17.57,118.3,None
-17.72,135.95,Northern Territory
-40.42,143.68,None
-30.61,136.99,South Australia
-30.58,117.54,Western Australia
-35.21,147.04,New South Wales
-33.63,130.61,None
-28.46,127.0,Western Australia
-23.62,120.29,Western Australia
-36.67,147.99,Victoria
-27.05,129.92,South Australia
-35.55,121.58,None
-29.39,151.71,New South Wales
-31.75,126.83,Western Australia
-21.17,115.33,None
-40.21,152.51,None
-18.42,116.15,None
-42.17,141.86,None
-21.79,145.05,Queensland
-15.03,130.8,Northern Territory
-42.83,151.86,None
-25.85,131.42,Northern Territory
-38.22,149.81,None
-29.63,115.68,Western Australia
-41.26,116.38,None
-13.7,148.64,None
-35.78,114.08,None
-42.59,151.93,None
-13.04,147.7,None
-34.66,116.95,Western Australia
-15.24,113.63,None
-12.62,120.01,None
-23.57,124.46,Western Australia
-33.64,129.55,None
-35.39,148.48,New South Wales
-32.84,122.58,Western Australia
-15.89,126.3,Western Australia
-27.0,123.68,Western Australia
-33.84,136.78,South Australia
-9.81,135.42,None
-23.82,137.09,Northern Territory
-42.99,138.41,None
-30.27,144.85,None
-27.21,117.24,None
-36.04,124.78,None
-24.26,135.85,None
-35.13,114.69,None
-9.43,151.74,None
-22.11,134.25,None
-41.83,134.71,None
-20.44,137.57,None
-41.29,143.54,None
-36.42,132.51,None
-16.74,136.87,Northern Territory
-37.32,146.77,Victoria
-17.86,152.47,None
-33.65,114.24,None
-15.12,136.81,None
-19.27,136.2,Northern Territory
-37.97,153.2,None
-26.08,144.66,None
-34.94,137.0,None
-16.8,145.03,None
-30.83,141.01,New South Wales
-35.88,148.06,New South Wales
-27.64,116.43,Western Australia
-42.67,124.43,None
-17.54,142.02,Queensland
-9.89,118.87,None
-40.96,113.52,None
-14.92,119.61,None
-26.49,115.84,Western Australia
-20.98,131.46,Northern Territory
-13.84,116.31,None
-14.78,130.05,Northern Territory
-19.52,143.94,Queensland
-9.35,116.87,None
-27.27,126.15,Western Australia
-24.67,125.82,Western Australia
-12.85,148.34,None
-19.05,138.35,Queensland
-39.72,119.47,None
-21.61,134.71,Northern Territory
-18.57,116.1,None
-39.46,149.79,None
-22.77,128.25,Western Australia
-19.82,153.78,None
-41.18,121.26,None
-26.69,131.99,South Australia
-14.71,128.57,None
-17.1,145.08,Queensland
-29.59,147.63,New South Wales
-17.68,120.09,None
-41.75,144.4,None
-41.31,149.13,None
-17.48,122.38,Western Australia
-33.41,129.57,None
-37.23,130.52,None
-14.74,148.55,None
-25.86,122.45,Western Australia
-9.24,150.66,None
-15.39,125.19,Western Australia
-32.56,146.25,New South Wales
-40.99,145.91,Tasmania
-30.21,153.26,New South Wales
-42.48,125.16,None
-12.3,123.86,None
-40.53,119.4,None
-41.08,146.94,Tasmania
-21.79,126.47,Western Australia
-28.3,120.71,Western Australia
-42.91,125.89,None
-32.12,145.97,New South Wales
-37.31,144.77,Victoria
-41.62,128.55,None
-33.2,153.77,None
-39.63,140.2,None
-27.4,141.19,Queensland
-39.16,143.97,None
-30.64,134.85,South Australia
-22.18,129.58,Northern Territory
-40.51,127.29,None
-17.92,123.9,Western Australia
-24.79,122.6,Western Australia
-20.75,145.5,Queensland
-40.51,119.49,None
-30.6,135.26,South Australia
-38.22,117.78,None
-17.43,141.34,Queensland
-39.54,153.81,None
-27.32,118.77,Western Australia
-39.31,125.92,None
-37.31,148.75,Victoria
-10.0,125.4,None
-39.82,153.04,None
-25.54,149.55,Queensland
-15.48,135.39,Northern Territory
-15.87,114.03,None
-11.66,139.2,None
-23.43,135.5,Northern Territory
-24.69,134.99,Northern Territory
-33.02,131.59,None
-35.38,153.78,None
-34.82,147.92,New South Wales
-27.72,147.51,Queensland
-13.66,113.51,None
-9.72,116.75,None
-10.67,135.07,None
-22.1,131.53,Northern Territory
-23.93,136.88,Northern Territory
-13.26,132.8,Northern Territory
-19.0,136.89,Northern Territory
-16.23,140.19,None
-17.0,138.28,Queensland
-18.51,130.4,Northern Territory
-31.36,146.26,New South Wales
-22.47,116.35,Western Australia
-16.97,126.06,Western Australia
-10.02,146.92,None
-11.02,143.6,None
-36.3,127.63,None
-32.88,153.05,None
-23.36,120.0,Western Australia
-18.21,130.31,Northern Territory
-14.05,127.21,Western Australia
-25.15,116.14,Western Australia
-38.67,150.22,None
-35.18,120.49,None
-31.15,120.48,Western Australia
-10.61,115.69,None
-36.5,145.99,Victoria
-38.91,116.68,None
-13.8,150.9,None
-22.11,139.57,Queensland
-12.87,144.97,None
-29.62,142.23,New South Wales
-9.27,127.39,None
-29.02,133.56,South Australia
-20.04,148.5,South Australia
-20.82,139.66,South Australia
-30.43,153.47,South Australia
-18.28,129.41,South Australia
-27.13,119.15,South Australia
-21.95,122.21,South Australia
-25.59,139.29,South Australia
-37.14,113.47,South Australia
-26.15,133.67,South Australia
-13.72,115.01,South Australia
-27.03,144.59,South Australia
-17.63,116.76,South Australia
-35.66,133.0,South Australia
-33.62,144.39,South Australia
-14.08,128.12,South Australia
-10.17,120.45,South Australia
-21.16,134.09,South Australia
-9.56,134.74,South Australia
-23.05,119.93,South Australia
-24.85,149.77,South Australia
-28.68,150.83,South Australia
-21.88,134.81,South Australia
-34.89,121.74,South Australia
-20.09,113.72,South Australia
-10.36,117.93,South Australia
-18.4,145.37,South Australia
-35.68,151.89,South Australia
-28.32,127.77,South Australia
-39.12,121.18,South Australia
-13.17,132.35,South Australia
-27.98,135.36,South Australia
-11.19,125.95,South Australia
-39.12,148.3,South Australia
-27.93,115.7,South Australia
-40.17,135.32,South Australia
-22.86,115.37,South Australia
-21.23,117.79,South Australia
-28.58,114.44,South Australia
-38.37,132.39,South Australia
-42.42,118.85,South Australia
-20.49,127.37,South Australia
-21.61,120.11,South Australia
-28.6,148.8,South Australia
-30.24,125.32,South Australia
-17.36,129.7,South Australia
-23.27,150.58,South Australia
-31.86,149.66,South Australia
-13.35,123.72,South Australia
-37.51,149.73,South Australia
-27.09,123.65,South Australia
-40.17,118.65,South Australia
-14.68,126.14,South Australia
-38.24,130.69,South Australia
-30.75,146.6,South Australia
-11.46,135.1,South Australia
-17.3,132.53,South Australia
-10.6,134.99,South Australia
-30.55,137.44,South Australia
-36.15,138.95,South Australia
-21.71,147.17,South Australia
-23.7,113.57,South Australia
-29.57,136.39,South Australia
-17.83,150.5,South Australia
-37.01,144.12,South Australia
-24.77,113.29,South Australia
-11.33,132.71,South Australia
-40.38,136.09,South Australia
-11.46,142.33,South Australia
-38.02,148.85,South Australia
-32.67,134.28,South Australia
-14.26,135.99,South Australia
-31.91,113.48,South Australia
-24.27,133.19,South Australia
-19.23,146.92,None
-35.08,132.23,None
-15.51,114.84,None
-18.32,144.6,None
-27.84,142.58,None
-27.21,114.79,None
-11.0,123.49,None
-33.31,130.6,None
-14.41,120.14,None
-13.44,144.97,None
-28.09,130.07,None
-24.73,148.58,None
-20.54,141.57,None
-41.06,146.35,None
-38.81,148.64,None
-12.96,150.77,None
-24.66,131.46,None
-28.08,134.8,None
-42.02,115.95,None
-37.65,120.1,None
-29.01,136.26,None
-28.71,114.77,None
-17.27,136.54,None
-13.59,114.18,None
-40.1,132.23,None
-41.6,147.55,None
-41.32,125.5,None
-42.25,149.67,None
-27.23,119.92,None
-35.52,117.61,None
-35.37,139.71,None
-41.78,130.48,None
-40.8,116.5,None
-12.4,135.54,None
-24.67,124.29,None
-36.01,142.61,None
-39.71,151.31,None
-39.83,134.6,None
-41.85,151.25,None
-39.63,141.92,None
-10.56,130.45,None
-23.26,120.73,None
-34.91,135.66,None
-12.94,153.64,None
-29.81,150.13,None
-35.47,144.23,None
-33.77,131.22,None
-21.83,135.69,None
-35.37,141.79,None
-42.04,133.59,None
-29.85,114.03,None
-24.5,115.95,None
-28.94,126.9,None
-21.21,151.03,None
-35.21,130.07,None
-17.94,147.93,None
-13.57,138.7,None
-25.23,150.21,None
-36.91,149.77,None
-38.75,122.74,None
-15.92,134.16,None
-21.65,152.51,None
-23.66,153.28,None
-38.11,124.81,None
-20.59,153.77,None
-31.49,153.15,None
-12.12,125.78,None
-30.67,134.48,None
-10.11,114.05,None
-32.28,132.53,None
-39.25,124.37,None
-10.69,124.25,None
-39.35,113.78,None
-17.46,151.83,None
-24.26,145.56,None
-17.44,145.14,None
-35.3,145.11,None
-27.89,133.2,None
-17.6,143.43,None
-30.57,152.94,None
-34.96,153.94,None
-16.19,119.36,None
-20.98,124.21,None
-29.87,125.74,None
-39.1,150.88,None
-37.08,123.24,None
-34.5,132.69,None
-23.8,147.14,Queensland
-22.56,150.51,Queensland
-21.54,114.34,Queensland
-34.54,142.54,Queensland
-24.15,126.9,Queensland
-14.24,141.06,Queensland
-11.56,146.51,Queensland
-14.65,115.49,Queensland
-9.5,152.14,Queensland
-36.93,140.48,South Australia
-17.2,134.27,Northern Territory
-20.97,135.47,Northern Territory
-12.28,132.11,Northern Territory
-41.0,151.17,Northern Territory
-33.79,120.66,Northern Territory
-19.18,128.91,Northern Territory
-42.79,143.63,Northern Territory
-10.86,119.87,Northern Territory
-15.15,135.03,Northern Territory
-21.01,121.29,Northern Territory
-40.76,146.88,Northern Territory
-26.23,141.61,Northern Territory
-27.59,114.72,Northern Territory
-37.37,145.02,Northern Territory
-32.95,118.15,Northern Territory
-33.47,117.24,Northern Territory
-24.08,150.38,Northern Territory
-21.9,144.18,Northern Territory
-13.46,147.46,Northern Territory
-16.54,119.63,Northern Territory
-31.51,153.69,Northern Territory
-25.56,138.59,Northern Territory
-30.47,122.28,Northern Territory
-40.6,114.29,Northern Territory
-29.8,148.99,Northern Territory
-20.67,117.88,Northern Territory
-27.72,134.72,Northern Territory
-21.13,137.62,Northern Territory
-20.23,130.36,Northern Territory
-42.01,122.59,Northern Territory
-30.23,152.98,Northern Territory
-22.71,148.25,Northern Territory
-36.97,135.14,Northern Territory
-28.27,148.63,Northern Territory
-38.18,119.3,Northern Territory
-28.69,153.7,Northern Territory
-33.45,134.87,Northern Territory
-24.98,122.15,Northern Territory
-37.66,139.33,Northern Territory
-28.47,148.93,Northern Territory
-16.23,149.09,Northern Territory
-15.43,146.16,Northern Territory
-20.04,127.14,Northern Territory
-38.66,135.44,Northern Territory
-26.63,141.9,Northern Territory
-40.69,151.18,Northern Territory
-11.85,124.34,Northern Territory
-17.62,114.24,Northern Territory
-28.91,115.64,Northern Territory
-32.47,121.28,Northern Territory
-36.38,129.1,Northern Territory
-31.0,114.0,Northern Territory
-20.59,123.5,Northern Territory
-29.5,114.71,Northern Territory
-28.62,150.5,Northern Territory
-24.61,131.56,Northern Territory
-41.07,144.75,Northern Territory
-34.02,121.16,Northern Territory
-15.65,144.86,Northern Territory
-28.63,125.0,Northern Territory
-37.53,153.51,Northern Territory
-23.56,145.54,Northern Territory
-9.84,151.15,Northern Territory
-27.42,122.94,Northern Territory
-27.22,148.27,Northern Territory
-11.62,131.35,Northern Territory
-19.73,151.14,Northern Territory
-24.71,119.35,Northern Territory
-38.07,150.65,Northern Territory
-42.56,126.67,Northern Territory
-27.13,140.45,Northern Territory
-13.57,152.64,Northern Territory
-18.17,135.91,Northern Territory
-13.44,145.26,Northern Territory
-19.21,152.86,Northern Territory
-35.99,142.82,Northern Territory
-14.86,152.66,Northern Territory
-32.89,150.12,Northern Territory
-39.77,151.33,Northern Territory
-9.88,132.93,Northern Territory
-17.65,117.42,Northern Territory
-17.2,113.84,None
-41.44,132.81,None
-32.51,128.21,None
-23.97,126.19,Western Australia
-26.95,135.81,South Australia
-39.85,126.18,None
-15.24,136.21,None
-36.86,130.01,None
-11.12,142.44,Queensland
-40.14,136.08,None
-9.76,131.82,None
-35.48,120.6,None
-32.74,141.76,New South Wales
-19.82,124.67,Western Australia
-22.42,141.28,Queensland
-18.25,139.69,Queensland
-24.86,120.04,Western Australia
-15.65,131.68,Northern Territory
-18.91,125.96,Western Australia
-16.12,151.89,Western Australia
-22.59,150.52,Western Australia
-26.0,137.76,Western Australia
-36.39,136.04,Western Australia
-32.96,122.56,Western Australia
-26.67,113.3,Western Australia
-42.16,131.81,Western Australia
-35.08,132.2,Western Australia
-37.17,113.07,Western Australia
-35.07,118.27,Western Australia
-18.26,144.7,Western Australia
-10.79,144.61,Western Australia
-27.72,141.82,Western Australia
-22.23,136.38,Western Australia
-25.52,126.92,Western Australia
-18.61,116.03,Western Australia
-15.39,151.35,None
-26.96,147.25,Queensland
-17.49,141.03,Queensland
-16.87,129.18,Queensland
-12.12,145.11,Queensland
-39.13,143.69,Queensland
-24.03,148.52,Queensland
-17.0,151.84,Queensland
-34.97,144.93,Queensland
-12.87,136.31,Queensland
-32.09,114.8,Queensland
-16.36,126.89,Queensland
-20.9,139.31,Queensland
-39.03,128.22,Queensland
-14.86,113.6,Queensland
-41.23,126.97,Queensland
-30.18,140.82,Queensland
-21.45,145.54,Queensland
-9.01,117.88,Queensland
-18.45,146.99,Queensland
-15.81,116.19,Queensland
-13.34,120.3,Queensland
-22.62,143.45,Queensland
-18.09,128.1,Queensland
-15.94,116.48,Queensland
-37.43,122.21,Queensland
-37.69,135.44,Queensland
-11.37,124.8,Queensland
-25.3,122.02,Queensland
-18.12,137.13,Queensland
-9.66,132.94,Queensland
-21.36,148.55,Queensland
-12.76,147.39,Queensland
-10.94,140.85,Queensland
-24.62,142.21,Queensland
-22.45,151.57,Queensland
-18.28,151.09,Queensland
-37.13,139.11,Queensland
-11.64,126.72,Queensland
-22.47,145.11,Queensland
-30.15,119.03,Queensland
-30.01,138.2,Queensland
-16.06,135.14,Queensland
-41.95,116.41,Queensland
-38.73,129.6,Queensland
-13.26,132.56,Queensland
-29.25,121.59,Queensland
-29.65,123.25,Queensland
-21.38,146.55,Queensland
-35.97,138.91,Queensland
-34.23,138.85,Queensland
-29.09,122.24,Queensland
-30.5,130.0,Queensland
-35.02,147.49,Queensland
-13.37,121.05,Queensland
-14.7,124.71,Queensland
-31.22,149.23,Queensland
-21.9,146.14,Queensland
-15.6,127.02,Queensland
-12.7,144.09,Queensland
-15.07,124.53,Queensland
-23.5,127.91,Queensland
-28.38,137.35,Queensland
-29.95,134.54,Queensland
-23.59,123.36,Queensland
-34.5,116.66,Queensland
-29.25,113.35,Queensland
-9.75,138.65,Queensland
-16.72,146.83,Queensland
-41.1,131.45,Queensland
-42.61,128.31,Queensland
-10.14,126.65,None
-33.75,143.06,New South Wales
-42.26,123.8,None
-41.12,151.01,None
-31.24,115.44,Western Australia
-15.66,153.0,None
-9.34,153.42,None
-26.09,134.94,None
-28.03,137.53,None
-18.35,127.1,None
-24.64,148.21,None
-23.06,141.83,None
-14.16,146.05,None
-30.2,140.65,None
-40.08,151.27,None
-29.82,138.8,None
-12.77,136.71,None
-9.75,114.8,None
-39.29,122.15,None
-10.65,145.17,None
-39.04,134.47,None
-9.26,153.37,None
-19.64,126.66,None
